iter	RMSE
800	46.28412082
801	46.18819679
802	46.15759235
803	46.12391264
804	46.08792747
805	46.0373211
806	46.00220513
807	45.96229781
808	45.9301912
809	45.88658672
810	45.86191443
811	45.83771513
812	45.80765104
813	45.71326368
814	45.6879786
815	45.64355326
816	45.58815752
817	45.56552647
818	45.49025228
819	45.47022185
820	45.45909462
821	45.40285712
822	45.40195686
823	45.37500147
824	45.35656997
825	45.33011028
826	45.31951004
827	45.28916235
828	45.20518955
829	45.19772307
830	45.19042712
831	45.14530112
832	45.11028979
833	45.04737199
834	45.00283966
835	44.94925512
836	44.88139519
837	44.70711232
838	44.67241193
839	44.63923275
840	44.60195526
841	44.58896385
842	44.51149221
843	44.48729259
844	44.40426894
845	44.37477566
846	44.34891174
847	44.3261299
848	44.25337362
849	44.22577334
850	44.13682579
851	44.10638897
852	44.09408534
853	44.08808146
854	44.05046668
855	44.01672222
856	43.99889276
857	43.98805679
858	43.93780429
859	43.92868321
860	43.88612927
861	43.83394184
862	43.80203884
863	43.7786693
864	43.76239433
865	43.70765503
866	43.69169315
867	43.66908688
868	43.64815706
869	43.61985449
870	43.56633005
871	43.54670529
872	43.53143596
873	43.49436122
874	43.45661693
875	43.42794968
876	43.36557112
877	43.35121928
878	43.33965492
879	43.32781744
880	43.29308366
881	43.27589713
882	43.23872403
883	43.1814626
884	43.12885891
885	43.0905067
886	43.08114614
887	43.05588144
888	42.99925879
889	42.94985278
890	42.92229385
891	42.90125593
892	42.8311978
893	42.81064676
894	42.79143871
895	42.76086656
896	42.71911433
897	42.70135833
898	42.68465701
899	42.65101332
900	42.63700926
901	42.5584019
902	42.5267001
903	42.48342974
904	42.47131906
905	42.41964369
906	42.31048987
907	42.27359153
908	42.24514595
909	42.22443005
910	42.18185296
911	42.17740642
912	42.15863361
913	42.13427525
914	42.11806225
915	42.07656816
916	42.04013388
917	42.02847638
918	41.99094063
919	41.96577755
920	41.89779806
921	41.83935482
922	41.80477327
923	41.78502652
924	41.74695444
925	41.71059068
926	41.7021628
927	41.62595113
928	41.5745008
929	41.47269126
930	41.4564434
931	41.41014195
932	41.37251083
933	41.24283862
934	41.22698117
935	41.21258756
936	41.17613397
937	41.13159417
938	41.10708516
939	41.09352014
940	41.05511311
941	41.01709213
942	40.99077441
943	40.91366583
944	40.89388832
945	40.86702095
946	40.84143
947	40.81216421
948	40.78597353
949	40.76210669
950	40.72804532
951	40.63356497
952	40.60748876
953	40.58083738
954	40.54293796
955	40.54246273
956	40.49312619
957	40.48038213
958	40.46985725
959	40.4457449
960	40.42038728
961	40.40495818
962	40.36387608
963	40.33034926
964	40.22494949
965	40.204475
966	40.20267685
967	40.18679678
968	40.14441357
969	40.12702623
970	40.0819084
971	40.05854868
972	40.03438193
973	40.02922477
974	40.02594596
975	40.02531922
976	39.99742261
977	39.95782729
978	39.91142367
979	39.88970089
980	39.86095857
981	39.84772718
982	39.83053967
983	39.7976318
984	39.76610109
985	39.73116309
986	39.70540564
987	39.67772214
988	39.66664084
989	39.52511682
990	39.44030514
991	39.4090695
992	39.39705221
993	39.36623655
994	39.35107616
995	39.34971834
996	39.3198616
997	39.31933609
998	39.31223693
999	39.28843224
